PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Owner Type
NY1030279,DARROW SCHOOL NORTH FAMILY WELL,Non-Transient non-community system,Ground water,Columbia,NEW LEBANON (T),150,4,Private
NY5530316,DBTL REALTY CORP.,Non-Transient non-community system,Ground water,Ulster,SAUGERTIES (T),75,7,Private
NY1215462,DCMO BOCES,Non-Transient non-community system,Ground water,Delaware,MASONVILLE (T),200,4,Local government
NY5230241,"DEB-EL FOOD PRODUCTS, LLC",Non-Transient non-community system,Ground water,Sullivan,THOMPSON (T),120,6,Private
NY3530262,DEERPARK EXCHANGE,Non-Transient non-community system,Ground water,Orange,DEERPARK (T),530,3,Private
NY1215515,DELAWARE COUNTY RESOURCE CENTER,Non-Transient non-community system,Ground water,Delaware,HAMDEN (T),202,5,Local government
NY5230185,DELAWARE VALLEY JOB CORPS.,Non-Transient non-community system,Ground water purchased,Sullivan,CALLICOON (T),495,3,Federal government
NY1450036,DIAMOND SAW,Non-Transient non-community system,Ground water,Erie,SARDINIA (T),65,5,Private
NY5614907,DOUBLE H HOLE IN THE WOODS,Non-Transient non-community system,Ground water,Warren,LAKE LUZERNE (T),225,7,Private
NY1316156,DOVER MIDDLE/HIGH SCHOOL,Non-Transient non-community system,Ground water,Dutchess,DOVER (T),914,7,Local government
NY2820745,DRISCOLL FOODS,Non-Transient non-community system,Ground water,Montgomery,AMSTERDAM (T),60,7,Private
NY5430037,DRYDEN VA CLINIC,Non-Transient non-community system,Ground water,Tompkins,DRYDEN (T),30,8,Private
NY4600041,DUANESBURG AREA COMMUNITY DAYCARE,Non-Transient non-community system,Ground water,Schenectady,DUANESBURG (T),50,5,Local government
NY4617191,DUANESBURG ELEM SCHOOL,Non-Transient non-community system,Ground water,Schenectady,DELANSON (V),500,11,Local government
NY3922505,DUNMORE CORPORATION,Non-Transient non-community system,Ground water,Putnam,SOUTHEAST (T),40,3,Private
NY4430186,DUNN PAPER - NATURAL DAM INC,Non-Transient non-community system,Ground water,St. Lawrence,GOUVERNEUR (T),89,5,Private
NY1319037,DUTCHESS COUNTY BOCES,Non-Transient non-community system,Ground water,Dutchess,HYDE PARK (T),868,8,Private
NY1330089,DUTCHESS COUNTY FARM & HOME CENTER,Non-Transient non-community system,Ground water,Dutchess,WASHINGTON (T),31,4,Private
NY1321705,DUTCHESS COURT PLAZA,Non-Transient non-community system,Ground water,Dutchess,"NEW YORK (C), PAWLING (T)",194,5,Private
NY1316167,DUTCHESS DAY SCHOOL,Non-Transient non-community system,Groundwater under influence of surface water,Dutchess,WASHINGTON (T),194,16,Private
NY2543210,EAGLE CREST VINEYARDS,Non-Transient non-community system,Surface water,Livingston,CONESUS (T),25,3,Private
NY1930011,EARLY CHILDHOOD LEARNING CTR,Non-Transient non-community system,Ground water,Greene,CAIRO (T),58,5,Private
NY3517039,EASTERN ALLOYS,Non-Transient non-community system,Ground water,Orange,MONTGOMERY (T),45,4,Private
NY4502580,EDINBURG COMMON SCHOOL,Non-Transient non-community system,Ground water,Saratoga,EDINBURG (T),250,10,Local government
NY4421792,EDWARDS-KNOX CENTRAL SCHOOL,Non-Transient non-community system,Ground water,St. Lawrence,RUSSELL (T),800,10,Private
NY3430000,"ELDERLEE, INC.- STEEL PLANT",Non-Transient non-community system,Ground water,Ontario,PHELPS (T),87,12,Private
NY5202958,ELDRED CENTRAL SCHOOL,Non-Transient non-community system,Ground water,Sullivan,HIGHLAND (T),375,7,Public/Private
NY3903025,"ELECTRIC AND ELECTRONIC CONTROLS, INC.",Non-Transient non-community system,Ground water,Putnam,SOUTHEAST (T),30,3,Private
NY1530057,ELIZABETHTOWN MAINTENANCE GARAGE,Non-Transient non-community system,Ground water,Essex,ELIZABETHTOWN (T),35,3,State government
NY0416765,ELLICOTTVILLE CENTRAL SCHOOL,Non-Transient non-community system,Ground water,Cattaraugus,GREAT VALLEY (T),800,4,Private
NY5230137,EMERALD SPRINGS WC,Non-Transient non-community system,Ground water,Sullivan,THOMPSON (T),200,5,Private
NY5507211,EMERSON INN & SPA,Non-Transient non-community system,Ground water,Ulster,SHANDAKEN (T),317,19,Private
NY0200401,"EMPIRE CHEESE, INC.",Non-Transient non-community system,Ground water,Allegany,CUBA (T),235,4,Private
NY4430004,"EMPIRE STATE MINES, LLC",Non-Transient non-community system,Ground water,St. Lawrence,FOWLER (T),85,17,Private
NY0430128,ENCHANTED MOUNTAINS RECOVERY CAMPUS,Non-Transient non-community system,Ground water,Cattaraugus,PORTVILLE (T),36,3,Private
NY5415456,ENFIELD ELEMENTARY SCHOOL,Non-Transient non-community system,Ground water,Tompkins,ENFIELD (T),282,6,Local government
NY5730037,ESSITY,Non-Transient non-community system,Ground water,Washington,GREENWICH (T),50,8,Private
NY1319036,EVANGELICAL FREE CHURCH/UPTON C.S.,Non-Transient non-community system,Ground water,Dutchess,CLINTON (T),155,11,Private
NY1330519,EXECUTIVE PARK OFFICE BUILDING,Non-Transient non-community system,Ground water,Dutchess,WAPPINGER (T),72,3,Private
NY1325000,EXECUTIVE SQUARE,Non-Transient non-community system,Ground water,Dutchess,WAPPINGER (T),30,16,Private
NY3318536,FABIUS ELEMENTARY SCHOOL,Non-Transient non-community system,Ground water,Onondaga,FABIUS (V),340,6,Private
NY3318535,FABIUS HIGH SCHOOL,Non-Transient non-community system,Ground water,Onondaga,FABIUS (V),499,6,Private
NY3530225,FAIRGROUNDS,Non-Transient non-community system,Ground water,Orange,WARWICK (T),255,4,Private
NY2821326,FAITH BIBLE CHURCH,Non-Transient non-community system,Ground water,Montgomery,ROOT (T),75,4,Private
NY5030082,FAMILY LIFE MINISTRIES,Non-Transient non-community system,Ground water,Steuben,BATH (T),55,3,Private
NY3830143,FARM CREDIT EAST,Non-Transient non-community system,Ground water,Otsego,SPRINGFIELD (T),42,3,Private
NY4830038,FARM SANCTUARY,Non-Transient non-community system,Ground water,Schuyler,ORANGE (T),78,12,Private
NY6018177,FAUN LAKE ASSOCIATION INC,Non-Transient non-community system,Ground water,Wyoming,WETHERSFIELD (T),300,6,Private
NY4921532,FAYETTE MENNONITE SCHOOL,Non-Transient non-community system,Ground water,Seneca,FAYETTE (T),50,3,Private
NY3530206,FIELD OF DREAMS,Non-Transient non-community system,Ground water,Orange,WAWAYANDA (T),140,3,Private
NY0530049,FINGER LAKES MENNONITE SCHOOL,Non-Transient non-community system,Ground water,Cayuga,SCIPIO (T),50,7,Private
NY3530197,"FIRST CLASS MINDS PRESCHOOL, LLC",Non-Transient non-community system,Ground water,Orange,GOSHEN (T),45,3,Private
NY4118424,FIRST PRESBYTERIAN CHURCH,Non-Transient non-community system,Ground water,Rensselaer,BRUNSWICK (T),100,6,Private
NY0530064,FOREST VIEW MENNONITE SCHOOL,Non-Transient non-community system,Ground water,Cayuga,VICTORY (T),30,6,Private
NY5230174,FORMAGGIO ITALIAN CHEESE,Non-Transient non-community system,Ground water,Sullivan,FALLSBURG (T),25,5,Private
NY5730148,FORT MILLER GROUP,Non-Transient non-community system,Ground water,Washington,GREENWICH (T),390,29,Private
NY3819028,FOX CARE CENTER,Non-Transient non-community system,Ground water,Otsego,ONEONTA (T),1500,4,Private
NY5907723,FOX LANE HIGH & MIDDLE SCHOOLS,Non-Transient non-community system,Ground water,Westchester,MOUNT KISCO (V),3000,7,Public/Private
NY5419629,FRANZISKA RACKER CENTERS,Non-Transient non-community system,Ground water,Tompkins,ULYSSES (T),100,7,Private
NY4430201,FRAZER COMPUTING INC,Non-Transient non-community system,Ground water,St. Lawrence,CANTON (T),30,9,Private
NY5415457,FREEVILLE ELEMENTARY SCHOOL,Non-Transient non-community system,Ground water,Tompkins,DRYDEN (V),133,5,Public/Private
NY1320808,FRESHTOWN PLAZA,Non-Transient non-community system,Ground water,Dutchess,AMENIA (T),614,6,Private
NY1230000,FRIESLANDCAMPINA DOMO,Non-Transient non-community system,Ground water,Delaware,DELHI (T),99,8,Private
NY3908057,FULMAR ROAD ELEMENTARY SCHOOL,Non-Transient non-community system,Ground water,Putnam,CARMEL (T),300,3,Private
NY2802592,FULMONT EARLY CHILDHOOD SERVICES@TRUAX,Non-Transient non-community system,Ground water,Montgomery,AMSTERDAM (T),200,5,Private
NY1730066,FULTON CO. W.D. #1,Non-Transient non-community system,Surface water purchased,Fulton,JOHNSTOWN (T),2048,4,Local government
NY1330232,FUNSHINE NURSERY SCHOOL,Non-Transient non-community system,Ground water,Dutchess,RED HOOK (T),55,3,Private
NY5230014,G.R. MACKENZIE ELEMEN. SCHOOL,Non-Transient non-community system,Ground water,Sullivan,LUMBERLAND (T),375,8,Public/Private
NY4502582,GALWAY CENTRAL SCHOOL DISTRICT,Non-Transient non-community system,Ground water,Saratoga,GALWAY (V),1300,12,Local government
NY4308639,GARNERVILLE HOLDING COMPANY,Non-Transient non-community system,Ground water,Rockland,"HAVERSTRAW (T), WEST HAVERSTRAW (V)",125,3,Private
NY3902962,GARRISON UNION FREE SCHOOL,Non-Transient non-community system,Ground water,Putnam,PHILIPSTOWN (T),300,5,Private
NY1316159,GAYHEAD ELEMENTARY SCHOOL,Non-Transient non-community system,Ground water,Dutchess,EAST FISHKILL (T),1097,6,Local government
NY3921731,GEORGE FISHER MIDDLE SCHOOL,Non-Transient non-community system,Ground water,Putnam,PATTERSON (T),400,4,Private
NY1002627,GERMANTOWN CENTRAL SCHOOL,Non-Transient non-community system,Ground water,Columbia,GERMANTOWN (T),700,6,Local government
NY3830007,GILBERTSVLL-MT UPTON CENTRAL,Non-Transient non-community system,Ground water,Otsego,BUTTERNUTS (T),480,4,Local government
NY4702569,GILBOA-CONESVILLE CENTRAL SCHOOL,Non-Transient non-community system,Ground water,Schoharie,GILBOA (T),480,5,Local government
NY1022785,GINSBERG INC.,Non-Transient non-community system,Ground water,Columbia,CLAVERACK (T),250,4,Private
NY3530237,GIRL SCOUTS OF AMERICA,Non-Transient non-community system,Ground water,Orange,MONTGOMERY (T),30,3,Local government
NY5930070,GLEN ARBOR GOLF CLUB,Non-Transient non-community system,Ground water,Westchester,BEDFORD (T),101,5,Private
NY1316552,GLOBALFOUNDRIES,Non-Transient non-community system,Surface water purchased,Dutchess,EAST FISHKILL (T),2501,70,Private
NY3930048,GLYNWOOD CENTER,Non-Transient non-community system,Ground water,Putnam,PHILIPSTOWN (T),25,6,Private
NY3530279,GODDINGER,Non-Transient non-community system,Ground water,Orange,,50,3,Private
NY5022320,GOFF ROAD SCHOOL,Non-Transient non-community system,Ground water,Steuben,CORNING (T),300,3,Private
NY0830025,GOLDEN ARTISTS,Non-Transient non-community system,Ground water,Chenango,COLUMBUS (T),150,20,Private
NY3517582,GOLDS GYM,Non-Transient non-community system,Ground water,Orange,NEWBURGH (T),436,4,Private
NY5611822,GORE MT SKI AREA,Non-Transient non-community system,Ground water,Warren,JOHNSBURG (T),180,12,State government
NY3516888,GRACE COMMUNITY CHURCH,Non-Transient non-community system,Ground water,Orange,WARWICK (T),40,3,Local government
NY5702564,GRANVILLE - MARY J. TANNER ELEMENTARY,Non-Transient non-community system,Ground water,Washington,GRANVILLE (T),350,9,Local government
NY1930099,GRAPEVILLE CHRISTIAN SCHOOL,Non-Transient non-community system,Ground water,Greene,NEW BALTIMORE (T),88,3,Private
NY3781120,GREAT BEAR DISTRIBUTION CENTER,Non-Transient non-community system,Ground water,Oswego,FULTON (C),25,4,Private
NY5730120,GREENWICH MEDICAL BUILDING,Non-Transient non-community system,Ground water,Washington,GREENWICH (T),25,3,Private
NY3504068,GREENWOOD LAKE MIDDLE SCHOOL,Non-Transient non-community system,Ground water,Orange,WARWICK (T),361,3,Local government
NY1930020,GSK OAK HILL,Non-Transient non-community system,Ground water,Greene,DURHAM (T),280,11,Private
NY3504069,HAMILTON BICENTENNIAL ELEM. SC,Non-Transient non-community system,Ground water,Orange,DEERPARK (T),800,4,Local government
NY2020657,HAMILTON COUNTY JAIL,Non-Transient non-community system,Ground water,Hamilton,LAKE PLEASANT (T),25,2,Private
NY4402500,HAMMOND CENTRAL SCHOOL,Non-Transient non-community system,Ground water,St. Lawrence,HAMMOND (T),380,5,Private
NY1322550,HAMPTON BUSINESS CENTER,Non-Transient non-community system,Ground water,Dutchess,WAPPINGER (T),40,3,Private
NY5530292,HANNAFORD,Non-Transient non-community system,Ground water,Ulster,PLATTEKILL (T),35,3,Private
NY3830006,HANNAFORD BROS.,Non-Transient non-community system,Ground water,Otsego,ONEONTA (T),295,6,Private
NY1030259,HANNAFORD BROTHERS (LIVINGSTON),Non-Transient non-community system,Ground water,Columbia,LIVINGSTON (T),25,4,Private
NY4122697,HANNAFORD BROTHERS CO,Non-Transient non-community system,Ground water,Rensselaer,SCHODACK (T),375,11,Private
NY5730090,HANNAFORD GREENWICH #333,Non-Transient non-community system,Ground water,Washington,GREENWICH (T),35,8,Private
NY1330003,HANNAFORD PAWLING,Non-Transient non-community system,Ground water,Dutchess,"NEW YORK (C), PAWLING (T)",75,4,Private
NY1330537,HANNAFORD RED HOOK,Non-Transient non-community system,Ground water,Dutchess,RED HOOK (T),125,9,Private
NY4630046,HANNAFORD SUPER MARKET,Non-Transient non-community system,Ground water,Schenectady,DUANESBURG (T),130,13,Private
NY3517898,HARMONY CHRISTIAN SCHOOL,Non-Transient non-community system,Ground water,Orange,WALLKILL (T),200,5,Private
NY1321696,HARNEY TEA CO,Non-Transient non-community system,Ground water,Dutchess,NORTHEAST (T),118,5,Private
NY0302532,HARPURSVILLE JR SR HS / OLMSTEAD,Non-Transient non-community system,Ground water,Broome,COLESVILLE (T),992,5,Local government
NY5702563,HARTFORD CENTRAL SCHOOL,Non-Transient non-community system,Ground water,Washington,HARTFORD (T),532,11,Local government
NY3830001,HARTWICK SEMINARY SPECIALTY SERVICES,Non-Transient non-community system,Ground water,Otsego,HARTWICK (T),75,8,Private
NY1330749,HAWK MEADOW MONTESSORI SCHOOL,Non-Transient non-community system,Ground water,Dutchess,LAGRANGE (T),70,3,Private
NY1017190,HAWTHORNE VALLEY SCHOOL,Non-Transient non-community system,Ground water,Columbia,GHENT (T),350,5,Private
NY0330072,HEADSTART - HARPURSVILLE,Non-Transient non-community system,Ground water,Broome,COLESVILLE (T),40,4,Private
NY0330034,HEADSTART - UNION,Non-Transient non-community system,Ground water,Broome,UNION (T),100,6,Private
NY3519541,HEATHERS CHILDS PLACE,Non-Transient non-community system,Ground water,Orange,MONTGOMERY (T),70,3,Private
NY0115883,HELDERBERG CHRISTIAN SCHOOL,Non-Transient non-community system,Ground water,Albany,WESTERLO (T),30,4,Private
NY1330623,HERITAGE SQUARE,Non-Transient non-community system,Ground water,Dutchess,EAST FISHKILL (T),50,5,Private
NY2130064,HERKIMER WD #4 (LOWES),Non-Transient non-community system,Surface water purchased,Herkimer,HERKIMER (T),25,2,Local government
NY4402483,HERMON-DEKALB CENTRAL SCHOOL,Non-Transient non-community system,Ground water,St. Lawrence,DEKALB (T),492,8,Private
NY5530013,HIGH MEADOWS SCHOOL,Non-Transient non-community system,Ground water,Ulster,MARBLETOWN (T),90,3,Private
NY5502485,HIGHLAND HIGH SCHOOL,Non-Transient non-community system,Ground water,Ulster,LLOYD (T),689,4,Local government
NY3905893,HIPOTRONICS 1,Non-Transient non-community system,Ground water,Putnam,SOUTHEAST (T),50,3,Private
NY3902025,HIPOTRONICS 2,Non-Transient non-community system,Ground water,Putnam,SOUTHEAST (T),50,4,Private
NY5722961,HOLLINGSWORTH & VOSE - EASTON,Non-Transient non-community system,Ground water,Washington,EASTON (T),85,4,Private
NY5730028,HOLLINGSWORTH & VOSE-GREENWICH,Non-Transient non-community system,Ground water,Washington,GREENWICH (T),35,8,Private
NY3530155,HOME DEPOT WAREHOUSE,Non-Transient non-community system,Ground water,Orange,MONTGOMERY (T),120,4,Private
NY3830075,HOME DEPOT-ONEONTA,Non-Transient non-community system,Ground water,Otsego,ONEONTA (T),355,4,Private
NY5221337,HOMESTEAD SCHOOL,Non-Transient non-community system,Ground water,Sullivan,LUMBERLAND (T),220,2,Private
NY4117239,HOOSAC SCHOOL,Non-Transient non-community system,Ground water,Rensselaer,HOOSICK FALLS (V),115,6,Private
NY4117263,HOOSICK FALLS CENTRAL SCHOOL,Non-Transient non-community system,Ground water,Rensselaer,HOOSICK FALLS (V),1600,6,Local government
NY1330723,HOPEWELL SQUARE,Non-Transient non-community system,Ground water,Dutchess,EAST FISHKILL (T),61,6,Private
NY5030004,"HP HOOD, LLC / CROWLEY FOODS",Non-Transient non-community system,Ground water,Steuben,ARKPORT (V),130,4,Private
NY5230009,HUDSON VALLEY FOIE GRAS-BETHEL,Non-Transient non-community system,Ground water,Sullivan,BETHEL (T),42,8,Private
NY5530245,HUDSON VALLEY SUDBURY SCHOOL,Non-Transient non-community system,Ground water,Ulster,WOODSTOCK (T),90,5,Private
NY1330514,HUDSON VALLEY VOLKSWAGEN/VOLVO,Non-Transient non-community system,Ground water,Dutchess,WAPPINGER (T),85,9,Private
NY0202560,IDA/CROSSROADS CENTER,Non-Transient non-community system,Ground water,Allegany,ANGELICA (T),30,6,Local government
NY5130191,IGHL,Non-Transient non-community system,Ground water,Suffolk,BROOKHAVEN (T),50,5,Private
NY5130215,"IGHL, SOUTHAMPTON",Non-Transient non-community system,Ground water,Suffolk,,50,7,Private
NY5430088,INCODEMA 3D,Non-Transient non-community system,Ground water,,,40,3,Private
NY5907704,INCREASE MILLER ELEMENTARY SCH,Non-Transient non-community system,Ground water,Westchester,LEWISBORO (T),450,5,Local government
NY3921006,INDEPENDENT WATER COMPANY,Non-Transient non-community system,Ground water,Putnam,SOUTHEAST (T),50,5,Private
NY3730110,INDUSTRIAL PARK (SCHROEPPEL),Non-Transient non-community system,Ground water purchased,Oswego,SCHROEPPEL (T),210,2,Private
NY1830003,IROQUOIS NAT. WILDLIFE REFUGE,Non-Transient non-community system,Ground water,Genesee,ALABAMA (T),30,11,Federal government
NY5230123,IRWIN SIEGEL AGENCY,Non-Transient non-community system,Ground water,Sullivan,THOMPSON (T),70,4,Private
NY5430068,ITHACA WALDORF SCHOOL,Non-Transient non-community system,Ground water,Tompkins,DANBY (T),50,6,Private
NY4320184,J&J DODGE,Non-Transient non-community system,Ground water,Rockland,ORANGETOWN (T),25,5,Private
NY5002539,JASPER-TROUPSBURG CNTRL SCHOOL,Non-Transient non-community system,Ground water,Steuben,JASPER (T),375,5,Local government
NY2230089,JEFFERSON CONCRETE,Non-Transient non-community system,Ground water,Jefferson,PAMELIA (T),50,8,Private
NY3522582,JEHOVAHS WITNESSES PROJECTS SUPPORT CTR,Non-Transient non-community system,Ground water,Orange,MONTGOMERY (T),150,3,Private
