seg_id,within_period,use,type,parameter,fraction,units,n_samples_collected,n_years_sampled,n_exceedances,n_years_w_exceedances,n_no_result_value_provided,n_threshold_data_absent,notes
0602-0019,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,62,8,0,0,0,0,none
0602-0040,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,18,5,0,0,0,18,none
0602-0040,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,121,19,8,8,0,0,none
0602-0040,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,121,19,8,8,0,0,none
0602-0041,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,36,3,0,0,0,36,none
0602-0041,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,1,1,0,0,0,0,none
0602-0041,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,110,16,0,0,0,0,none
0602-0041,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,110,16,0,0,0,0,none
0602-0041,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,121,9,0,0,0,121,none
0602-0041,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,60,8,0,0,0,0,none
0602-0041,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,60,8,0,0,0,0,none
0602-0048,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,8,1,0,0,0,8,none
0602-0048,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,4,1,0,0,0,0,none
0602-0048,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,4,1,0,0,0,0,none
0602-0048,FALSE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,8,1,0,0,0,0,none
0602-0048,FALSE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,8,1,2,1,0,0,none
0602-0048,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,8,1,0,0,0,0,none
0602-0048,FALSE,source_of_water_supply,health_water-source,chloride,total,ug/l,8,1,0,0,0,0,none
0602-0048,FALSE,source_of_water_supply,health_water-source,magnesium,total,ug/l,8,1,0,0,0,0,none
0602-0048,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,8,1,0,0,0,0,none
0602-0048,FALSE,source_of_water_supply,health_water-source,sulfate,total,ug/l,8,1,0,0,0,0,none
0602-0053,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,117,11,0,0,0,117,none
0602-0053,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,42,6,0,0,0,0,none
0602-0053,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,92,10,0,0,0,92,none
0602-0053,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,4,1,0,0,0,0,none
0602-0074,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,17,3,0,0,0,17,none
0602-0075,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,22,2,0,0,0,22,none
0602-0077,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,34,4,0,0,0,33,none
0602-0077,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0602-0077,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
0602-0080,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,1,none
0602-0080,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0602-0080,TRUE,fishing,none,ph,total,ph_units,1,1,1,1,0,0,none
0602-0084,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
0602-0086,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,102,10,0,0,0,102,none
0602-0086,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,16,2,0,0,0,0,none
0602-0086,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,195,24,0,0,0,0,none
0602-0086,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,195,24,0,0,0,0,none
0602-0086,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,120,10,0,0,0,120,none
0602-0086,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,69,9,1,1,0,0,none
0602-0086,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,69,9,1,1,0,0,none
0602-0089,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
0602-0090,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,43,4,0,0,0,43,none
0602-0090,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,2,2,0,0,0,0,none
0602-0090,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,102,15,0,0,0,0,none
0602-0090,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,102,15,0,0,0,0,none
0602-0090,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,115,9,0,0,0,115,none
0602-0090,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,58,9,1,1,0,0,none
0602-0090,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,58,9,1,1,0,0,none
0602-0092,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,125,11,0,0,0,125,none
0602-0092,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,16,2,0,0,0,0,none
0602-0092,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,129,17,0,0,0,0,none
0602-0092,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,129,17,0,0,0,0,none
0602-0092,FALSE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,3,2,0,0,0,0,none
0602-0092,FALSE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,1,1,0,0,0,0,none
0602-0092,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,125,11,0,0,0,0,none
0602-0092,FALSE,source_of_water_supply,health_water-source,arsenic,total,ug/l,5,3,0,0,0,0,none
0602-0092,FALSE,source_of_water_supply,health_water-source,chloride,total,ug/l,1,1,0,0,0,0,none
0602-0092,FALSE,source_of_water_supply,health_water-source,magnesium,total,ug/l,1,1,0,0,0,0,none
0602-0092,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,150,17,0,0,0,0,none
0602-0092,FALSE,source_of_water_supply,health_water-source,nitrite,total,ug/l,16,2,0,0,0,0,none
0602-0092,FALSE,source_of_water_supply,health_water-source,sulfate,total,ug/l,1,1,0,0,0,0,none
0602-0092,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,138,10,0,0,0,138,none
0602-0092,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,69,9,0,0,0,0,none
0602-0092,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,69,9,0,0,0,0,none
0602-0092,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,138,10,0,0,0,0,none
0602-0092,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,28,8,0,0,0,0,none
0602-0092,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,56,9,0,0,0,0,none
0602-0093,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,115,10,0,0,0,115,none
0602-0093,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,16,2,0,0,0,0,none
0602-0093,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,68,5,0,0,0,68,none
0602-0094,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,9,2,0,0,0,9,none
0602-0094,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,5,2,6,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0602-0094,TRUE,fishing,none,ph,total,ph_units,5,2,2,2,0,0,none
0602-0095,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,3,1,0,0,0,1,none
0602-0095,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,4,2,7,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0602-0095,TRUE,fishing,none,ph,total,ph_units,4,2,2,1,0,0,none
0602-0096,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,117,10,0,0,0,117,none
0602-0096,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,16,2,0,0,0,0,none
0602-0096,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,149,22,0,0,0,0,none
0602-0096,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,149,22,0,0,0,0,none
0602-0096,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,124,9,0,0,0,124,none
0602-0096,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,61,8,0,0,0,0,none
0602-0096,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,61,8,0,0,0,0,none
0602-0098,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,18,3,0,0,0,18,none
0602-0100,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,10,2,0,0,0,10,none
0602-0100,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
0602-0100,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0602-0100,TRUE,fishing,none,ph,total,ph_units,1,1,1,1,0,0,none
0602-0101,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0602-0101,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
0602-0108,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,77,6,0,0,0,77,none
0602-0108,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,26,5,0,0,0,0,none
0602-0108,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,127,9,0,0,0,127,none
0602-0108,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,4,1,0,0,0,0,none
0602-0109,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,38,5,0,0,0,38,none
0602-0109,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,107,17,1,1,0,0,none
0602-0109,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,107,17,1,1,0,0,none
0602-0109,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,105,8,0,0,0,105,none
0602-0109,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,49,7,0,0,0,0,none
0602-0109,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,49,7,0,0,0,0,none
0602-0111,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,24,2,0,0,0,24,none
0602-0111,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,110,16,0,0,0,0,none
0602-0111,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,110,16,0,0,0,0,none
0602-0111,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,124,9,0,0,0,124,none
0602-0111,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,62,8,0,0,0,0,none
0602-0111,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,62,8,0,0,0,0,none
0602-0112,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,42,4,0,0,0,42,none
0602-0112,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,110,17,0,0,0,0,none
0602-0112,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,110,17,0,0,0,0,none
0602-0112,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,130,9,0,0,0,130,none
0602-0112,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,4,1,0,0,0,0,none
0602-0112,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,61,8,0,0,0,0,none
0602-0112,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,61,8,0,0,0,0,none
0602-0116,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,114,10,0,0,0,114,none
0602-0116,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,24,4,0,0,0,0,none
0602-0116,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,144,10,0,0,0,144,none
0603-0005,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,6,1,0,0,0,6,none
0603-0005,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,4,1,1,1,0,0,none
0603-0005,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,4,1,1,1,0,0,none
0603-0005,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
0603-0005,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,2,1,0,0,0,0,none
0603-0005,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0603-0005,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
0603-0005,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
0603-0005,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
0603-0048,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
0603-0048,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,4,1,2,1,0,0,none
0603-0048,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0603-0048,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
0701-0002,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,7,1,0,0,0,5,none
0701-0002,FALSE,fishing,none,dissolved_oxygen,dissolved,mg/l,4,1,4,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0701-0002,FALSE,fishing,none,ph,total,ph_units,4,1,1,1,0,0,none
0701-0002,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,33,4,4,4,0,0,none
0701-0002,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,33,4,4,4,0,0,none
0701-0002,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
0701-0002,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0701-0002,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
0701-0004,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,4,2,0,0,0,2,none
0701-0004,FALSE,fishing,none,dissolved_oxygen,dissolved,mg/l,4,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0701-0004,FALSE,fishing,none,ph,total,ph_units,4,1,2,1,0,0,none
0701-0018,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,5,3,0,0,0,4,none
0701-0018,FALSE,fishing,none,dissolved_oxygen,dissolved,mg/l,4,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0701-0018,FALSE,fishing,none,ph,total,ph_units,4,1,3,1,0,0,none
0701-0018,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,2,2,2,2,0,0,none
0701-0018,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,2,2,2,2,0,0,none
0701-0018,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0701-0018,TRUE,fishing,none,ph,total,ph_units,1,1,1,1,0,0,none
0701-0018,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
0701-0018,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
0701-0028,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,3,2,0,0,0,0,none
0701-0028,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,5,2,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0701-0028,TRUE,fishing,none,ph,total,ph_units,5,2,1,1,0,0,none
0701-0036,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,3,2,0,0,0,3,none
0701-0036,FALSE,fishing,none,dissolved_oxygen,dissolved,mg/l,3,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0701-0036,FALSE,fishing,none,ph,total,ph_units,3,1,2,1,0,0,none
0701-0036,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,1,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0701-0036,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
0702-0003,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,3,1,0,0,0,3,none
0702-0003,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,6,1,0,0,0,0,none
0702-0003,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,5,2,10,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0702-0003,TRUE,fishing,none,ph,total,ph_units,5,2,1,1,0,0,none
0702-0003,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,0,0,0,0,none
0702-0003,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,0,0,0,0,none
0702-0011,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,10,1,0,0,0,10,none
0702-0011,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,0,0,0,0,none
0702-0011,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,0,0,0,0,none
0702-0011,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,10,1,0,0,0,0,none
0702-0011,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,8,1,0,0,0,0,none
0702-0011,TRUE,fishing,aquatic_acute,arsenic,dissolved,ug/l,2,1,0,0,0,0,none
0702-0011,TRUE,fishing,aquatic_acute,copper,dissolved,ug/l,3,1,0,0,0,0,none
0702-0011,TRUE,fishing,aquatic_acute,nickel,dissolved,ug/l,3,1,0,0,0,0,none
0702-0011,TRUE,fishing,aquatic_acute,zinc,dissolved,ug/l,1,1,0,0,0,0,none
0702-0011,TRUE,fishing,aquatic_chronic,aluminum,dissolved,ug/l,2,1,0,0,0,0,none
0702-0011,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,71,6,0,0,0,71,none
0702-0011,TRUE,fishing,aquatic_chronic,arsenic,dissolved,ug/l,2,1,0,0,0,0,none
0702-0011,TRUE,fishing,aquatic_chronic,copper,dissolved,ug/l,3,1,0,0,0,0,none
0702-0011,TRUE,fishing,aquatic_chronic,nickel,dissolved,ug/l,3,1,0,0,0,0,none
0702-0011,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,3,2,0,0,0,0,none
0702-0011,TRUE,fishing,aquatic_chronic,zinc,dissolved,ug/l,1,1,0,0,0,0,none
0702-0011,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,5,3,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0702-0011,TRUE,fishing,none,ph,total,ph_units,5,3,0,0,0,0,none
0702-0011,TRUE,fishing,none,total_dissolved_solids,dissolved,mg/l,3,1,0,0,0,0,none
0702-0011,TRUE,secondary_contact_recreation,none,total_dissolved_solids,dissolved,mg/l,3,1,0,0,0,0,none
