seg_id,waterbody,description,win,huc_10,basin_name,subbasin_name,region,county_name,class,water_type,waterbody_size,waterbody_size_units,segment_assessment,segment_ir_number,use,use_assessment,use_ir_number,parameter,listing_agency
0402-0046,Minor Tribs to Conesus Lake,entire length of selected/smaller tribs to Conesus Lake,Ont 117- 40-P67-,0413000301,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,58.6,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0047,"Little Black Creek, Lower, and tribs",stream and tribs from mouth to Coldwater,Ont 117- 18,0413000307,Genesee River,Mt. Morris to Barge Canal,8,Monroe,c,flow,33.8,Miles,IR5_impaired,5,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0048,"Black Creek, Upper, and minor tribs",stream and tribs above Byron,Ont 117- 19,0413000306,Genesee River,Mt. Morris to Barge Canal,8,Genesee,c,flow,56.3,Miles,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0049,Mill Creek/Blue Pond Outlet and tribs,entire stream and tribs,Ont 117- 19- 4,0413000306,Genesee River,Mt. Morris to Barge Canal,8,Monroe,c,flow,29.2,Miles,IR5_impaired,5,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0050,Mill Pond,entire lake,Ont 117- 19-28a-P 16,0413000306,Genesee River,Mt. Morris to Barge Canal,8,Genesee,c,pond,6.1,Acres,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0051,Godfrey Pond,entire lake,Ont 117- 19-30-P 17,0413000306,Genesee River,Mt. Morris to Barge Canal,8,Genesee,b,pond,23.8,Acres,IR3_needs-verification,3,secondary_contact_recreation,IR3_impaired_unconfirmed,3,phosphorus,NYSDEC
0402-0052,Horseshoe Lake,entire lake,Ont 117- 19-30-P 18,0413000306,Genesee River,Mt. Morris to Barge Canal,8,Genesee,b,pond,24.8,Acres,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0053,Churchville Reservoir,entire lake,Ont 117- 19-  P13,0413000306,Genesee River,Mt. Morris to Barge Canal,8,Monroe,b,pond,53.9,Acres,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0402-0054,Mud Creek and tribs,entire stream and tribs,Ont 117- 25- 7,0413000304,Genesee River,Mt. Morris to Barge Canal,8,Genesee,c,flow,23.8,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0055,Pearl Creek and tribs,entire stream and tribs,Ont 117- 25-20,0413000304,Genesee River,Mt. Morris to Barge Canal,9,Wyoming,c,flow,35.9,Miles,IR3_needs-verification,3,fishing,IR3_fully-supported_unconfirmed,3,dissolved_oxygen; nitrite; ph,NYSDEC
0402-0056,Jenkins Pond,entire lake,Ont 117- 25-43-P25d,0413000304,Genesee River,Mt. Morris to Barge Canal,9,Wyoming,c,pond,10.6,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0402-0057,Stony Creek and tribs,entire stream and tribs,Ont 117- 25-57,0413000304,Genesee River,Mt. Morris to Barge Canal,9,Wyoming,c,flow,20.6,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0058,Warner Creek and tribs,entire stream and tribs,Ont 117- 25-70,0413000304,Genesee River,Mt. Morris to Barge Canal,9,Wyoming,c,flow,22.2,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0059,unnamed tributary to Genesee River,entire stream and tribs,Ont 117- 30,0413000305,Genesee River,Mt. Morris to Barge Canal,8,Ontario,c,flow,25.7,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0060,Christie Creek and tribs,entire stream and tribs,Ont 117- 42,0413000305,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,30.8,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,phosphorus,NYSDEC
0402-0061,"Honeoye Creek, Upper, and minor tribs",stream and smaller tribs fr Honeoye Falls to Honeoye Lk,Ont 117- 27,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Ontario,c,flow,125.1,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,ph,NYSDEC
0402-0062,Fowlerville Creek and tribs,entire stream and tribs,Ont 117- 45,0413000305,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,18.3,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0402-0063,Salt/Bidwells Creek and tribs,entire stream and tribs,Ont 117- 53,0413000305,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,30.6,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0064,,,,,,,,,,,,,IR3_needs-verification,3,fish_consumption,IR3_impaired_unconfirmed,3,silt_sediment,NYSDEC
0402-0065,Horseshoe Pond,entire lake,Ont 117- 31-P61,0413000305,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,pond,26.9,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0402-0066,"Honeoye Creek, Middle, and minor tribs",stream and smaller tribs fr Spring Br to Honeoye Falls,Ont 117- 27,0413000303,Genesee River,Mt. Morris to Barge Canal,8,Livingston,b,flow,53.4,Miles,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0402-0067,Beebe Creek and tribs,entire stream and tribs,Ont 117- 27-28,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Ontario,c,flow,46.2,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0068,Kinney Creek and tribs,entire stream and tribs,Ont 117- 27-34- 7,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,17.9,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0069,Tribs to Canadice Lake,entire length of all tribs to Canadice Lake,Ont 117- 27-34-11-P43-,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Ontario,c,flow,27.3,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0070,Springwater Creek and minor tribs,stream and selected/smaller tirbs,Ont 117- 27-34-P44-7,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,49.5,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0071,Mill Creek and tribs,entire stream and tribs,Ont 117- 27-47,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Ontario,c,flow,27.2,Miles,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,dissolved_oxygen; ph,NYSDEC
0402-0072,Rush Reservoir,entire lake,Ont 117- 27- 7-P33,0413000303,Genesee River,Mt. Morris to Barge Canal,8,Monroe,c,pond,12.9,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0402-0073,"Round, Long Ponds",total area of both lakes,"Ont 117- 27-23-P39,P40",0413000302,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,pond,20.2,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0402-0074,Shackleton Pond,entire lake,Ont 117- 27-28-6-P40d,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Ontario,c,pond,12.3,Acres,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0075,Little Conesus Creek and tribs,entire stream and tribs,Ont 117- 40-1,0413000301,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,26.2,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0076,North McMillian Creek and tribs,entire stream and tribs,Ont 117- 40-P67-09,0413000301,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,24.1,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0077,Conesus Inlet and minor tribs,entire stream and selected/smaller tribs,Ont 117- 40-P67-10,0413000301,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,57.6,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0078,South McMillan Creek and tribs,entire stream and tribs,Ont 117- 40-P67-10-2,0413000301,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,22.5,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,dissolved_oxygen,NYSDEC
0402-0079,Blue Pond,entire lake,Ont 117- 19- 4-P11,0413000306,Genesee River,Mt. Morris to Barge Canal,8,Monroe,b,pond,16.2,Acres,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0402-0080,Cement Plant Pond,entire lake,Ont 117- 28-P59,0413000305,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,pond,19.9,Acres,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0081,"Honeoye Creek trib (-13), and tribs (0402-0081)",entire stream and tribs,Ont 117- 27-13,0413000303,Genesee River,Mt. Morris to Barge Canal,8,Monroe,c,flow,34.7,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0082,Rush Creek and Tribs,entire stream and tribs,Ont 117- 27- 4,0413000303,Genesee River,Mt. Morris to Barge Canal,8,Monroe,c,flow,42.5,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0083,Browns Creek and tribs,entire stream and tribs,Ont 117- 49,0413000305,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,21.6,Miles,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0084,Minor Tribs to Middle Genesee River,"total length of selected tribs, Golah to Avon",Ont 117- 28 thru 39,0413000305,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,43.6,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0085,Minor Tribs to Middle Genesee River,"total length of selected tribs, Avon to Geneseo/Mt Morris",Ont 117- 41 thru 65,0413000305,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,59.4,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0086,Minor Tribs to Middle Genesee River,total length of selected/smaller tribs to Genesee River,Ont 117-  8 thru 24 (selected),0413000307,Genesee River,Pa. Border to Mt. Morris,8,Monroe,c,flow,15.7,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0087,Jaycox Creek and tribs,entire stream and tribs,Ont 117- 57,0413000305,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,34.4,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0403-0001,"Genesee River, Upper, Main Stem",from Wellsville to NY-Pa line,Ont 117 (portion 10),0413000203,Genesee River,Pa. Border to Mt. Morris,9,Allegany,a(t),flow,11,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,ph,NYSDEC
0403-0002,Silver Lake,entire lake,Ont 117- 70-P115,0413000210,Genesee River,Pa. Border to Mt. Morris,9,Wyoming,a,pond,832.1,Acres,IR4a_impaired,4a,fishing,IR1_fully-supported_confirmed,1,nitrite,NYSDEC
0403-0003,"Wolf Creek, Upper, and tribs",stream and tribs above Letchworth State Park,Ont 117- 87,0413000210,Genesee River,Pa. Border to Mt. Morris,9,Wyoming,c,flow,34.7,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0403-0004,"Dyke Creek, Lower, and tribs",stream and tribs from mouth to Andover,Ont 117-184,0413000202,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c(t),flow,66,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0006,"Genesee River, Upper, Main Stem",from Mount Morris Reservoir to Rossburg,Ont 117 (portion  6),0413000210,Genesee River,Pa. Border to Mt. Morris,8,Livingston,b,flow,17.5,Miles,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,ph,NYSDEC
0403-0008,"Caneadea Creek, Lower, and tribs",stream and tribs from mouth to Rushford Lake,Ont 117-136,0413000206,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c,flow,6.5,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0011,Vandermark Creek and tribs,entire stream and tribs,Ont 117-176,0413000205,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c(ts),flow,46,Miles,IR3_needs-verification,3,fishing,IR3_fully-supported_unconfirmed,3,dissolved_oxygen; ph,NYSDEC
0403-0019,"Wiscoy Creek, Upper, and tribs",stream and tribs above Pike Five Corners,Ont 117-104,0413000207,Genesee River,Pa. Border to Mt. Morris,9,Wyoming,c(t),flow,62.7,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,dissolved_oxygen; ph,NYSDEC
0403-0020,"East Koy Creek, Lower, and tribs",stream and tribs from mouth to Lamont,Ont 117-104- 3,0413000207,Genesee River,Pa. Border to Mt. Morris,9,Wyoming,c(t),flow,31.6,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0022,"Genesee River, Upper, Main Stem",from Angelica to Wellsville,Ont 117 (portion  9),0413000205,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c,flow,19.4,Miles,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,ph,NYSDEC
0403-0023,"Wiscoy Creek, Lower, and minor tribs",stream and smaller tribs fr mouth to Pike Five Corners,Ont 117-104,0413000207,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c(t),flow,46.7,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0024,Rushford Lake,entire lake,Ont 117-136-P146,0413000206,Genesee River,Pa. Border to Mt. Morris,9,Allegany,b(t),pond,572.3,Acres,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,dissolved_oxygen; mercury,NYSDEC
0403-0025,Van Campen Creek and minor tribs,entire stream and selected/smaller tribs,Ont 117-164,0413000205,Genesee River,Pa. Border to Mt. Morris,9,Allegany,b(t),flow,62.1,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0026,Angelica Creek and minor tribs,entire stream and selected/smaller tribs,Ont 117-155,0413000204,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c,flow,49.1,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0027,Cryder Creek and minor tribs,entire stream and tribs (in NYS),Ont 117-201,0413000203,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c(t),flow,48.3,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0029,Minor Tributaries to Genesee River,total length of selected/smaller tribs to Genesee River,Ont 117-105 thru 135,0413000208,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c,flow,72.9,Miles,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0030,Minor Tributaries to Genesee River,total length of selected/smaller tribs to Genesee River,Ont 117-137 thru 154,0413000206,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c,flow,35.3,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0031,Minor Tributaries to Genesee River,total length of selected/smaller tribs to Genesee River,Ont 117-156 thru 183,0413000205,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c,flow,108,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0032,Minor Tributaries to Genesee River,total length of selected/smaller tribs to Genesee River,Ont 117-185 thru 200,0413000203,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c,flow,36.9,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0033,Ainsworth Brook and tribs,entire stream and tribs (in NYS),Ont 117-204- 4,0413000201,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c,flow,1.8,Miles,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0034,"Silver Lake Outlet, and tribs",stream and tribs fr Letchworth S.P. border to Silver Lk,Ont 117- 70,0413000210,Genesee River,Pa. Border to Mt. Morris,9,Wyoming,c,flow,24.3,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0035,Knight Creek and tribs,entire stream and tribs,Ont 117-175,0413000205,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c,flow,33.4,Miles,IR3_needs-verification,3,fishing,IR3_fully-supported_unconfirmed,3,dissolved_oxygen; nitrite; ph,NYSDEC
0403-0036,Chenunda Creek and tribs,entire stream and tribs,Ont 117-187,0413000203,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c(t),flow,52.3,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0037,"Genesee River, Middle, Main Stem",from Geneseo/Mt Morris to Mt Morris Dam,Ont 117 (portion  4),0413000210,Genesee River,Pa. Border to Mt. Morris,8,Livingston,a,flow,1.7,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0403-0038,"Genesee River, Upper, Main Stem",from Rossburg to Caneadea,Ont 117 (portion  7),0413000208,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c,flow,16.6,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0040,Mount Morris Reservoir,entire reservoir,Ont 117 (portion  5)/P110a,0413000210,Genesee River,Pa. Border to Mt. Morris,8,Livingston,b,pond,2080.5,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0403-0042,"Minor Tribs, Upper, to Genesee River",total length of portions of selected tribs to Genesee R,"Ont 117- 69 thru 91, Upper (select)",0413000210,Genesee River,Pa. Border to Mt. Morris,9,Wyoming,c,flow,56.6,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0403-0043,Minor Tribs to Genesee River,total length of selected/smaller tribs to Genesee River,Ont 117- 93 thru 103,0413000210,Genesee River,Pa. Border to Mt. Morris,9,Wyoming,c,flow,39.3,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0403-0044,Silver Lake Inlet/Tribs to Silver Lake,entire length of all tribs to Silver Lake,Ont 117- 70-P115-,0413000210,Genesee River,Pa. Border to Mt. Morris,9,Wyoming,c,flow,34.3,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0045,"East Koy Creek, Middle, and tribs",stream and tribs from Lamont to Hermitage,Ont 117-104- 3,0413000207,Genesee River,Pa. Border to Mt. Morris,9,Wyoming,c(t),flow,24.2,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,ph,NYSDEC
0403-0046,"East Koy Creek, Upper, and tribs",stream and tribs above Hermitage,Ont 117-104- 3,0413000207,Genesee River,Pa. Border to Mt. Morris,9,Wyoming,c(t),flow,38.7,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0047,Trout Brook and tribs,entire stream and tribs,Ont 117-104- 8,0413000207,Genesee River,Pa. Border to Mt. Morris,9,Wyoming,c(t),flow,46.6,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,dissolved_oxygen; ph,NYSDEC
0403-0049,Wethersfields Springs Pond,entire lake,Ont 117-104- 3-P133,0413000207,Genesee River,Pa. Border to Mt. Morris,9,Wyoming,a,pond,10,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0403-0050,"Dream Lake, Lake Willene",total area of both lakes,"Ont 117-104-P138c,P138d",0413000207,Genesee River,Pa. Border to Mt. Morris,9,Wyoming,c,pond,16.6,Acres,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0403-0051,Spring Lake,entire lake,Ont 117-118- 7-P142,0413000208,Genesee River,Pa. Border to Mt. Morris,9,Allegany,c,pond,25.8,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
